"","subregion","region","TotalBackers","MeanBackers","MedianBackers","MeanUSD","TotalUSD","MedianUSD"
"1","acadia","louisiana",0,0,0,0,0,0
"2","ada","idaho",892,27.875,9,2125.013125,68000.42,590
"3","adair","missouri",3,1,0,58.3333333333333,175,0
"4","adams","colorado",1747,26.0746268656716,7,2283.43373134328,152990.06,200
"5","adams","mississippi",49,12.25,1,1527.9975,6111.99,24
"6","addison","vermont",452,30.1333333333333,10,2491.94066666667,37379.11,251
"7","aiken","south carolina",472,20.5217391304348,5,2498.58913043478,57467.55,145
"8","alachua","florida",5404,44.2950819672131,5,4688.33549180328,571976.93,231.5
"9","alamance","north carolina",15885,88.25,24,5880.06794444444,1058412.23,1400
"10","alameda","california",192333,180.424953095685,42,13726.5054409006,14632454.8,2748.665
"11","alamosa","colorado",103,9.36363636363636,2,1466.45454545455,16131,26
"12","albany","new york",6393,34.9344262295082,10,2103.68710382514,384974.74,550
"13","albany","wyoming",1756,76.3478260869565,18,6068.02652173913,139564.61,736
"14","albemarle","virginia",10133,77.9461538461538,34,6187.84230769231,804419.5,2500
"15","allegheny","pennsylvania",50494,70.8190743338008,15,7448.20058906031,5310567.02,685.99
"16","allen","indiana",3862,38.62,7.5,2086.3661,208636.61,316
"17","alpena","michigan",23,5.75,6,296.5,1186,265
"18","anderson","tennessee",16,4,3,352.75,1411,165.5
"19","anderson","texas",168,28,5,2810.83333333333,16865,199.5
"20","andrews","texas",2,0.666666666666667,0,100,300,0
"21","androscoggin","maine",512,24.3809523809524,4,1946.36904761905,40873.75,122
"22","angelina","texas",21,3.5,2,159.666666666667,958,52.5
"23","anne arundel","maryland",1545,29.7115384615385,4.5,1471.44019230769,76514.89,117.5
"24","anoka","minnesota",2020,91.8181818181818,7,8582.40909090909,188813,335
"25","arapahoe","colorado",12602,69.2417582417582,13.5,4397.53934065934,800352.16,451
"26","aroostook","maine",69,13.8,0,393.476,1967.38,0
"27","ashtabula","ohio",212,26.5,3.5,1659.68125,13277.45,628
"28","atchison","kansas",10,3.33333333333333,2,77,231,25
"29","atlantic","new jersey",818,43.0526315789474,16,3026.16473684211,57497.13,463
"30","augusta","virginia",552,14.5263157894737,6,955.926842105263,36325.22,227.5
"31","autauga","alabama",2,1,1,22.5,45,22.5
"32","baker","oregon",34,17,17,362,724,362
"33","baldwin","alabama",1809,82.2272727272727,60,5344.03818181818,117568.84,2058
"34","baldwin","georgia",14,2.8,2,37.4,187,25
"35","baltimore","maryland",4407,95.804347826087,16,4813.94695652174,221441.56,603.5
"36","baltimore city","maryland",41649,60.890350877193,14,3933.79874269006,2690718.34,717
"37","bannock","idaho",1582,105.466666666667,7,6262.53533333333,93938.03,310
"38","barnes","north dakota",17,17,17,1470,1470,1470
"39","barnstable","massachusetts",1110,35.8064516129032,20,4339.33516129032,134519.39,905
"40","barrow","georgia",715,238.333333333333,4,9373,28119,50
"41","barton","kansas",2,2,2,50,50,50
"42","bartow","georgia",34,5.66666666666667,5.5,317,1902,265
"43","baxter","arkansas",44,7.33333333333333,2.5,395.833333333333,2375,102.5
"44","bay","florida",0,0,0,0,0,0
"45","bay","michigan",457,25.3888888888889,5.5,1396.16666666667,25131,144
"46","beadle","south dakota",14,7,7,319.5,639,319.5
"47","beaufort","south carolina",258,14.3333333333333,2.5,1313.11111111111,23636,148
"48","beaver","pennsylvania",13,4.33333333333333,3,280.333333333333,841,285
"49","beaverhead","montana",133,26.6,7,2746,13730,2300
"50","bedford","tennessee",38,6.33333333333333,2.5,316.75,1900.5,85.5
"51","bee","texas",1,1,1,25,25,25
"52","belknap","new hampshire",218,24.2222222222222,9,2077.39777777778,18696.58,478
"53","bell","texas",298,11.92,1,608.9192,15222.98,35
"54","beltrami","minnesota",378,23.625,9,1446.3125,23141,500
"55","bennington","vermont",1442,60.0833333333333,25,2379.36833333333,57104.84,960
"56","benton","arkansas",871,18.9347826086957,9.5,2848.16152173913,131015.43,630.5
"57","benton","oregon",2523,58.6744186046512,5,5520.68720930233,237389.55,350
"58","benton","washington",683,24.3928571428571,2,1555.93214285714,43566.1,52.5
"59","bergen","new jersey",9282,77.35,18,7034.31475,844117.77,913.5
"60","berkeley","south carolina",100,20,12,1684.4,8422,532
"61","berkeley","west virginia",196,10.8888888888889,3,347.833333333333,6261,88.5
"62","berkshire","massachusetts",1774,63.3571428571429,14.5,9529.88357142857,266836.74,1141
"63","bernalillo","new mexico",22923,79.8710801393728,10,6466.66414634146,1855932.61,486
"64","berrien","michigan",40,20,20,2176,4352,2176
"65","bexar","texas",15243,32.6402569593148,3,2259.2403640257,1055065.25,94
"66","bibb","georgia",2117,50.4047619047619,8.5,6482.27642857143,272255.61,372.88
"67","bingham","idaho",39,19.5,19.5,845,1690,845
"68","black hawk","iowa",182,12.1333333333333,13,1106.2,16593,547
"69","blaine","idaho",139,34.75,24,2079.75,8319,2002.5
"70","blair","pennsylvania",129,11.7272727272727,2,760.622727272727,8366.85,77
"71","blount","tennessee",216,14.4,4,1237.30133333333,18559.52,527
"72","blue earth","minnesota",691,23.0333333333333,13.5,1779.69933333333,53390.98,525
"73","bonner","idaho",3269,136.208333333333,8,28116.325,674791.8,574.5
"74","bonneville","idaho",2293,41.6909090909091,6,3389.48218181818,186421.52,268
"75","boone","illinois",20,2.85714285714286,3,162,1134,80
"76","boone","indiana",237,39.5,25.5,2898.16666666667,17389,1476
"77","boulder","colorado",69041,187.10298102981,36,19760.0543360434,7291460.05,2240
"78","box elder","utah",3,1,1,42,126,1
"79","branch","michigan",0,0,0,0,0,0
"80","brazoria","texas",708,37.2631578947368,12,1968.49526315789,37401.41,193
"81","brazos","texas",2662,49.2962962962963,7,3007.20685185185,162389.17,322.5
"82","brevard","florida",1024,17.6551724137931,3,1602.05172413793,92919,100.5
"83","bristol","massachusetts",4941,105.127659574468,6,5696.6014893617,267740.27,203
"84","bristol","rhode island",444,55.5,25.5,2996.8475,23974.78,1818.89
"85","bronx","new york",13,13,13,652,652,652
"86","brookings","south dakota",121,13.4444444444444,5,494.334444444444,4449.01,241
"87","Brooklyn","new york",370347,166.973399458972,55,13956.434594229,30955371.93,3380
"88","broome","new york",5144,75.6470588235294,13,3199.51544117647,217567.05,358.75
"89","broomfield","colorado",270,33.75,25.5,3587.375,28699,990.5
"90","broward","florida",36533,51.5275035260931,6,5664.45057827927,4016095.46,240
"91","brown","minnesota",73,18.25,3.5,1357.9975,5431.99,94.995
"92","brown","texas",28,28,28,1765,1765,1765
"93","brown","wisconsin",1048,17.7627118644068,3,1503.22881355932,88690.5,52
"94","bryan","georgia",24,12,12,317.5,635,317.5
"95","bryan","oklahoma",52,10.4,9,642.6,3213,580
"96","bucks","pennsylvania",120,7.5,3,1843,29488,25
"97","buffalo","nebraska",27,3.85714285714286,4,54.4285714285714,381,35
"98","bulloch","georgia",314,22.4285714285714,3,2288.57142857143,32040,29
"99","buncombe","north carolina",17113,68.7269076305221,20,5525.04698795181,1375736.7,1121
"100","burke","north carolina",44,8.8,8,246,1230,140
"101","burleigh","north dakota",510,36.4285714285714,2,5014.92928571429,70209.01,46.5
"102","burlington","new jersey",846,47,3,1659.76555555556,29875.78,135
"103","butler","missouri",14,3.5,3.5,152.75,611,60.5
"104","butler","ohio",3703,61.7166666666667,12.5,3263.20583333333,195792.35,590
"105","butler","pennsylvania",43,3.90909090909091,2,174.454545454545,1919,100
"106","butte","california",12766,187.735294117647,8,12442.6786764706,846102.15,312.5
"107","butte","south dakota",30,15,15,1177,2354,1177
"108","cabarrus","north carolina",22,11,11,417.5,835,417.5
"109","cabell","west virginia",1620,35.2173913043478,8,2293.97826086957,105523,310
"110","cache","utah",1515,32.9347826086956,6,1341.36869565217,61702.96,360.5
"111","caddo","louisiana",1883,23.2469135802469,4,1858.86234567901,150567.85,176
"112","calcasieu","louisiana",416,14.3448275862069,6,808.724137931035,23453,210
"113","caldwell","north carolina",28,4.66666666666667,4,252.696666666667,1516.18,186
"114","caldwell","texas",10,10,10,310,310,310
"115","calhoun","alabama",12,1.33333333333333,0,41.1111111111111,370,0
"116","calhoun","michigan",235,12.3684210526316,4,928.631578947368,17644,160
"117","callaway","missouri",1052,131.5,3,61536.425,492291.4,88
"118","cambria","pennsylvania",88,9.77777777777778,2,806.333333333333,7257,31
"119","camden","georgia",17,5.66666666666667,6,329.333333333333,988,297
"120","camden","new jersey",7220,75.2083333333333,8,2633.08614583333,252776.27,353
"121","cameron","texas",37,6.16666666666667,3.5,160.666666666667,964,102.5
"122","campbell","kentucky",133,133,133,5358,5358,5358
"123","campbell","virginia",1132,17.968253968254,6,1319.46396825397,83126.23,277
"124","campbell","wyoming",8,4,4,260,520,260
"125","canadian","oklahoma",961,50.5789473684211,10,6070.08736842105,115331.66,445
"126","canyon","idaho",1555,40.9210526315789,15.5,2531.83578947368,96209.76,1050
"127","cape girardeau","missouri",79,9.875,4,436.875,3495,90
"128","carbon","utah",9,3,3,112,336,105
"129","carbon","wyoming",2,2,2,11,11,11
"130","carlton","minnesota",28,14,14,542.5,1085,542.5
"131","carroll","georgia",28,4,3,190.428571428571,1333,41
"132","carroll","maryland",165,41.25,40.5,1823.5,7294,1379.5
"133","carroll","new hampshire",72,12,12.5,482,2892,639
"134","carson city","nevada",13927,870.4375,16,168562.125,2696994,564.5
"135","carter","oklahoma",111,27.75,32,2470.5,9882,2665.5
"136","carter","tennessee",0,0,0,0,0,0
"137","carver","minnesota",184,15.3333333333333,17.5,993.75,11925,886.5
"138","cascade","montana",465,31,4,2347.93333333333,35219,198
"139","cass","indiana",14,2.8,3,43.6,218,40
"140","cass","missouri",119,9.91666666666667,7.5,392.75,4713,105.5
"141","cass","north dakota",1412,23.1475409836066,9,1580.51573770492,96411.46,475
"142","cassia","idaho",0,0,0,0,0,0
"143","catawba","north carolina",372,24.8,12,1810.13333333333,27152,1047
"144","cattaraugus","new york",74,14.8,3,3337,16685,81
"145","cecil","maryland",774,64.5,16.5,11813.6225,141763.47,585
"146","centre","pennsylvania",3112,47.1515151515151,13.5,3914.59787878788,258363.46,603.5
"147","cerro gordo","iowa",35,5,3,215.142857142857,1506,73
"148","chambers","alabama",0,0,0,0,0,0
"149","champaign","illinois",28067,272.495145631068,28,16590.7758252427,1708849.91,1271.5
"150","charles","maryland",162,14.7272727272727,9,624.636363636364,6871,215
"151","charleston","south carolina",780,21.6666666666667,4,3166.25,113985,186.5
"152","charlotte","florida",169,7.34782608695652,2,363.217391304348,8354,60
"153","chatham","georgia",7346,42.7093023255814,18,3298.65843023256,567369.25,688
"154","chautauqua","new york",324,27,9.5,2124.83333333333,25498,279
"155","chemung","new york",334,30.3636363636364,2,1023.37363636364,11257.11,50
"156","cherokee","oklahoma",197,19.7,13,648.3,6483,230.5
"157","cherokee","south carolina",69,11.5,3.5,626.833333333333,3761,280.5
"158","cheshire","new hampshire",533,26.65,17,1793.05,35861,1327.5
"159","chester","pennsylvania",2356,43.6296296296296,19.5,3095.53592592593,167158.94,827.5
"160","chesterfield","virginia",0,0,0,0,0,0
"161","chippewa","wisconsin",254,127,127,5424.5,10849,5424.5
"162","chisago","minnesota",18,6,1,72,216,25
"163","chittenden","vermont",738,43.4117647058824,18,3910.16470588235,66472.8,1259
"164","christian","illinois",3,3,3,20,20,20
"165","christian","kentucky",580,145,72,12840.5,51362,5659
"166","christian","missouri",53,5.3,1.5,224.266,2242.66,37.5
"167","clackamas","oregon",1906,63.5333333333333,6.5,5054.61566666667,151638.47,220
"168","clallam","washington",41,5.85714285714286,2,453.571428571429,3175,11
"169","clark","arkansas",130,32.5,2.5,3013.75,12055,68
"170","clark","indiana",269,29.8888888888889,13,3124.76222222222,28122.86,485
"171","clark","nevada",55805,56.1418511066398,4,5221.96747484909,5190635.67,175
"172","clark","washington",3066,766.5,536,37291,149164,33828
"173","clay","florida",128,18.2857142857143,7,1111.85714285714,7783,584
"174","clay","mississippi",24,12,12,661.5,1323,661.5
"175","clay","missouri",206,22.8888888888889,6,2285.44444444444,20569,183
"176","clay","south dakota",53,17.6666666666667,17,1965.66666666667,5897,2402
"177","clayton","georgia",107,9.72727272727273,3,501.468181818182,5516.15,7
"178","cleveland","north carolina",252,19.3846153846154,4,1720.30769230769,22364,136
"179","cleveland","oklahoma",2946,42.695652173913,10,3535.20449275362,243929.11,397
"180","clinton","new york",371,33.7272727272727,19,2770.36363636364,30474,1140
"181","clinton","pennsylvania",9,3,3,25.6666666666667,77,37
"182","coahoma","mississippi",19,3.16666666666667,2.5,196.333333333333,1178,19.5
"183","cobb","georgia",4989,36.9555555555556,4,3557.01614814815,480197.18,100
"184","cochise","arizona",152,10.8571428571429,4.5,1005.78571428571,14081,316
"185","coconino","arizona",2402,30.025,7.5,1855.046875,148403.75,291
"186","coffee","alabama",91,11.375,1,775.75,6206,11
"187","coffee","tennessee",2,2,2,2,2,2
"188","colbert","alabama",343,57.1666666666667,21,3555.33333333333,21332,652.5
"189","cole","missouri",173,14.4166666666667,2.5,922.958333333333,11075.5,109
"190","coles","illinois",51,12.75,2,348,1392,40.5
"191","colfax","new mexico",9,9,9,380,380,380
"192","collier","florida",2,2,2,20,20,20
"193","collin","texas",28306,252.732142857143,10,13540.3947321429,1516524.21,380
"194","colquitt","georgia",56,18.6666666666667,13,1870.66666666667,5612,836
"195","columbia","arkansas",146,24.3333333333333,2,1701.5,10209,15.5
"196","columbia","florida",690,69,14,5021.858,50218.58,495.5
"197","columbia","georgia",57,9.5,8,1072.33333333333,6434,658
"198","columbia","pennsylvania",129,16.125,6.5,1015.92125,8127.37,393
"199","comal","texas",471,24.7894736842105,9,2225.15789473684,42278,845
"200","comanche","oklahoma",133,8.86666666666667,2,1668.5,25027.5,101
"201","contra costa","california",10253,54.8288770053476,11,5311.05459893048,993167.21,683
"202","cook","illinois",426239,139.293790849673,21,12920.3072875817,39536140.3,1075
"203","coos","oregon",250,15.625,4,896.6875,14347,451.5
"204","cortland","new york",34,34,34,1216,1216,1216
"205","coryell","texas",1,0.5,0.5,50,100,50
"206","coshocton","ohio",59,29.5,29.5,872.5,1745,872.5
"207","coweta","georgia",472,29.5,14.5,2496.03125,39936.5,480.5
"208","cowley","kansas",7,2.33333333333333,0,205,615,0
"209","cowlitz","washington",39,13,1,1781.66666666667,5345,20
"210","craighead","arkansas",311,16.3684210526316,1,875.815789473684,16640.5,35
"211","craven","north carolina",4,1.33333333333333,0,58.3333333333333,175,0
"212","crawford","arkansas",49,12.25,12.5,389.5,1558,276.5
"213","crawford","ohio",14,14,14,2500,2500,2500
"214","crawford","pennsylvania",32,4.57142857142857,5,230.514285714286,1613.6,141
"215","creek","oklahoma",40,8,3,1345.2,6726,1881
"216","crisp","georgia",8,2.66666666666667,1,217,651,5
"217","crittenden","arkansas",4,2,2,60,120,60
"218","crow wing","minnesota",339,56.5,20,8171,49026,967.5
"219","cullman","alabama",55,11,2,1207.4,6037,2
"220","culpeper","virginia",630,70,9,10676.5866666667,96089.28,860
"221","cumberland","maine",799,28.5357142857143,2,1735.46428571429,48593,68.5
"222","cumberland","new jersey",4393,141.709677419355,5,5919.0564516129,183490.75,205
"223","cumberland","north carolina",4022,30.469696969697,4,2084.25553030303,275121.73,144
"224","cumberland","tennessee",0,0,0,0,0,0
"225","custer","montana",13,13,13,1035,1035,1035
"226","cuyahoga","ohio",36703,66.9762773722628,7,4500.82135036496,2466450.1,321.5
"227","dakota","minnesota",3622,120.733333333333,14.5,9655.24533333333,289657.36,749
"228","dallas","texas",166157,134.649108589951,7,8906.07940032415,10990101.98,285
"229","dane","wisconsin",27767,83.3843843843844,21,5161.20366366366,1718680.82,989
"230","dauphin","pennsylvania",1962,24.8354430379747,5,1562.66506329114,123450.54,192
"231","davidson","north carolina",238,21.6363636363636,2,1234.72727272727,13582,130
"232","davidson","tennessee",134528,102.928844682479,32,9427.49091813313,12321730.63,2398
"233","daviess","kentucky",560,56,4,2058.7,20587,88
"234","davis","utah",21007,276.407894736842,29.5,13945.4865789474,1059856.98,1432.5
"235","davison","south dakota",0,0,0,0,0,0
"236","de kalb","alabama",57,11.4,3,265,1325,75
"237","de kalb","georgia",970,22.5581395348837,3,1194.60465116279,51368,96
"238","de soto","mississippi",412,25.75,5,1946.1875,31139,122.5
"239","decatur","georgia",69,69,69,7844,7844,7844
"240","deer lodge","montana",39,39,39,6841,6841,6841
"241","defiance","ohio",61,20.3333333333333,4,1174,3522,301
"242","delaware","indiana",797,20.4358974358974,5,931.746153846154,36338.1,226
"243","delaware","ohio",2332,111.047619047619,24,14761.700952381,309995.72,2518
"244","delaware","pennsylvania",64,16,11.5,1030.5,4122,1055
"245","denton","texas",7199,44.4382716049383,12.5,3150.01240740741,510302.01,708.585
"246","denver","colorado",241970,204.539306846999,15,12080.1949196957,14290870.59,818
"247","deschutes","oregon",8444,99.3411764705882,9,9580.01494117647,814301.27,507
"248","dickson","tennessee",408,68,24,2693.02333333333,16158.14,1900
"249","dodge","wisconsin",0,0,0,0,0,0
"250","dona ana","new mexico",1094,28.0512820512821,6,2049.11051282051,79915.31,325
"251","door","wisconsin",100,20,20,1709.4,8547,1707
"252","dorchester","south carolina",144,11.0769230769231,5,570.384615384615,7415,227
"253","douglas","colorado",1134,29.8421052631579,7,3115.10526315789,118374,1155.5
"254","douglas","georgia",157,11.2142857142857,5.5,590.642857142857,8269,215
"255","douglas","kansas",4059,50.7375,21.5,3449.42225,275953.78,1300.5
"256","douglas","nebraska",6989,36.0257731958763,6,2280.04417525773,442328.57,247.5
"257","douglas","oregon",520,34.6666666666667,4,1068.59866666667,16028.98,185
"258","douglas","washington",215,19.5454545454545,6,1556.72727272727,17124,252
"259","douglas","wisconsin",175,29.1666666666667,2,1223,7338,28
"260","du page","illinois",5817,42.7720588235294,7,3537.48088235294,481097.4,239
"261","dubois","indiana",229,15.2666666666667,6,2524.8,37872,277
"262","dubuque","iowa",3096,206.4,6,8690.09933333333,130351.49,105
"263","dunklin","missouri",48,48,48,849,849,849
"264","dunn","wisconsin",349,38.7777777777778,25,2461.07777777778,22149.7,1040
"265","durham","north carolina",13586,75.8994413407821,17,7766.38988826816,1390183.79,1021
"266","dutchess","new york",4549,68.9242424242424,16,4406.93909090909,290857.98,790
"267","duval","florida",11362,33.5162241887906,5,2573.09300884956,872278.53,206
"268","east baton rouge","louisiana",3833,33.0431034482759,4,2835.22862068966,328886.52,116
"269","eaton","michigan",93,18.6,1,1365.4,6827,50
"270","eau claire","wisconsin",1624,33.1428571428571,7,1994.33224489796,97722.28,335
"271","ector","texas",2670,242.727272727273,5,12480.0736363636,137280.81,261
"272","edgecombe","north carolina",7,3.5,3.5,80.5,161,80.5
"273","effingham","georgia",2,1,1,62.5,125,62.5
"274","effingham","illinois",148,21.1428571428571,2,1143.14142857143,8001.99,36
"275","el dorado","california",1222,29.0952380952381,9.5,3545.83357142857,148925.01,502.5
"276","el paso","colorado",13545,47.03125,5,4862.6834375,1400452.83,233.5
"277","el paso","texas",1783,19.8111111111111,3,1447.85222222222,130306.7,106
"278","elkhart","indiana",806,32.24,8,2105.5308,52638.27,300
"279","elko","nevada",12,2,1.5,101.5,609,10.5
"280","ellis","kansas",3,1,1,37.3333333333333,112,42
"281","ellis","texas",285,40.7142857142857,5,2399.96428571429,16799.75,557
"282","elmore","alabama",148,29.6,7,1876.934,9384.67,345
"283","erath","texas",27,4.5,4,223.666666666667,1342,91
"284","erie","new york",7562,34.0630630630631,7.5,2859.35675675676,634777.2,293.5
"285","erie","ohio",935,66.7857142857143,16.5,4069.78714285714,56977.02,900
"286","escambia","florida",38,12.6666666666667,1,1039,3117,1
"287","essex","massachusetts",5883,79.5,17,18433.5674324324,1364083.99,876.5
"288","essex","new jersey",12805,46.3949275362319,5,4527.06260869565,1249469.28,173
"289","etowah","alabama",18,4.5,0,401,1604,0
"290","fairfax","virginia",21954,102.111627906977,10,8876.89195348837,1908531.77,485
"291","fairfield","connecticut",14966,84.0786516853933,9,20210.8141573034,3597524.92,537.5
"292","fairfield","ohio",204,68,54,3378.66666666667,10136,4000
"293","fannin","texas",0,0,0,0,0,0
"294","faulkner","arkansas",349,12.4642857142857,3.5,1266.35714285714,35458,191.5
"295","fayette","georgia",201,67,3,4713.66666666667,14141,208
"296","fayette","indiana",101,33.6666666666667,1,2955.33333333333,8866,1
"297","fayette","pennsylvania",33,11,3,266.333333333333,799,84
"298","fergus","montana",111,37,27,4870.33333333333,14611,2045
"299","flagler","florida",248,10.3333333333333,6,708.958333333333,17015,334
"300","flathead","montana",4605,109.642857142857,12.5,7565.5980952381,317755.12,515
"301","floyd","indiana",516,30.3529411764706,3,2215.05882352941,37656,49
"302","fond du lac","wisconsin",151,10.0666666666667,3,1115.33333333333,16730,72
"303","ford","kansas",73,10.4285714285714,6,784.428571428571,5491,100
"304","forrest","mississippi",679,26.1153846153846,5,993.235384615385,25824.12,143
"305","forsyth","north carolina",3728,33.8909090909091,5,3102.606,341286.66,133
"306","fort bend","texas",1836,32.2105263157895,3,4028.42824561403,229620.41,80
"307","franklin","maine",91,45.5,45.5,2919.5,5839,2919.5
"308","franklin","ohio",54243,69.0114503816794,8,5376.603956743,4226010.71,330
"309","franklin","pennsylvania",1201,92.3846153846154,6,6318.46153846154,82140,170
"310","franklin","vermont",2,2,2,55,55,55
"311","franklin","washington",32,4.57142857142857,1,539.285714285714,3775,10
"312","frederick","maryland",2273,48.3617021276596,8,3310.3085106383,155584.5,306
"313","freeborn","minnesota",13,4.33333333333333,4,496,1488,220
"314","fremont","colorado",191,63.6666666666667,0,1745,5235,0
"315","fremont","wyoming",2,2,2,40,40,40
"316","fresno","california",2529,18.1942446043165,5,1319.04079136691,183346.67,176
"317","fulton","georgia",202853,109.119419042496,5,12316.8984991931,22897114.31,180
"318","fulton","new york",12,3,1.5,251,1004,1.5
"319","gage","nebraska",17,8.5,8.5,155,310,155
"320","gallatin","montana",27691,314.670454545455,36.5,48601.3448863636,4276918.35,2303
"321","galveston","texas",376,15.6666666666667,3,1052.60416666667,25262.5,40
"322","garfield","colorado",136,34,31,3294,13176,3036
"323","garfield","oklahoma",185,23.125,5,1353.8975,10831.18,183.5
"324","garland","arkansas",414,13.8,5,1138.86666666667,34166,105.5
