"","subregion","region","TotalBackers","MeanBackers","MedianBackers","MeanUSD","TotalUSD","MedianUSD"
"647","okaloosa","florida",5,1.25,1,149.25,597,20.5
"648","oklahoma","oklahoma",8120,31.843137254902,5,2448.76917647059,624436.14,170
"649","okmulgee","oklahoma",1,1,1,5,5,5
"650","oktibbeha","mississippi",239,47.8,10,2569,12845,235
"651","oneida","new york",1015,30.7575757575758,4,1908.60818181818,62984.07,143
"652","onondaga","new york",6513,39.9570552147239,16,2915.09509202454,475160.5,800
"653","ontario","new york",136,34,3,7558.75,30235,132.5
"654","orange","california",96931,129.41388518024,16,10655.756835781,7981161.87,1060.88
"655","orange","florida",57320,58.8501026694045,5,4867.04217659138,4740499.08,165
"656","orange","new york",992,62,5,5048.7825,80780.52,85
"657","orange","north carolina",6087,64.0736842105263,37,4203.77084210526,399358.23,1870
"658","orangeburg","south carolina",9,3,1,483.333333333333,1450,100
"659","orleans","louisiana",27918,54.8487229862475,17,4048.40827111984,2060639.81,1084
"660","osceola","florida",206,9.36363636363636,2,760.318181818182,16727,33
"661","otero","new mexico",314,39.25,8.5,4070.25,32562,160.5
"662","otsego","new york",170,17,5.5,1010.801,10108.01,207.5
"663","ottawa","michigan",2334,80.4827586206897,14,10785.8489655172,312789.62,1235
"664","otter tail","minnesota",99,19.8,12,1388.2,6941,610
"665","ouachita","louisiana",2043,31.4307692307692,3,2837.14630769231,184414.51,105
"666","outagamie","wisconsin",4396,97.6888888888889,16,6080.46355555556,273620.86,595
"667","oxford","maine",3,1,1,80.6666666666667,242,12
"668","ozaukee","wisconsin",779,129.833333333333,43.5,8130.185,48781.11,3487
"669","palm beach","florida",24354,66,5,5372.09577235772,1982303.34,185
"670","park","wyoming",216,24,15,3775.88888888889,33983,1530
"671","parker","texas",175,12.5,5,887,12418,295
"672","pasco","florida",1186,49.4166666666667,2,1942.9925,46631.82,10.5
"673","pasquotank","north carolina",595,119,2,8359.4,41797,220
"674","passaic","new jersey",3036,38.9230769230769,4,13104.9956410256,1022189.66,126.5
"675","payette","idaho",3,1.5,1.5,282.5,565,282.5
"676","payne","oklahoma",1916,66.0689655172414,19,5901.68965517241,171149,884
"677","pearl river","mississippi",17,4.25,3,91.75,367,83.5
"678","pennington","south dakota",868,33.3846153846154,16,3129.36,81363.36,536
"679","penobscot","maine",259,32.375,28,2854.25,22834,1561.5
"680","pettis","missouri",39,5.57142857142857,4,182.857142857143,1280,110
"681","phelps","missouri",9,2.25,1.5,40.5,162,21.5
"682","philadelphia","pennsylvania",97005,79.9052718286656,18,6694.6852553542,8127347.9,1025.5
"683","phillips","arkansas",4,4,4,265,265,265
"684","pickaway","ohio",6,1.5,1,59,236,55.5
"685","pickens","south carolina",375,19.7368421052632,2,1077.58526315789,20474.12,50
"686","pierce","washington",10951,60.5027624309392,21,5289.33331491713,957369.33,1130
"687","pierce","wisconsin",282,28.2,13.5,3561.746,35617.46,370.5
"688","pima","arizona",26656,74.0444444444445,13,5746.52747222222,2068749.89,683
"689","pinal","arizona",304,16,3,2618.36842105263,49749,57
"690","pinellas","florida",1781,16.8018867924528,3,1684.65698113208,178573.64,107.5
"691","pitt","north carolina",10933,57.2408376963351,7,4832.4735078534,923002.44,250
"692","pittsylvania","virginia",2162,98.2727272727273,3,15884.7590909091,349464.7,183
"693","placer","california",10704,148.666666666667,14,9729.77027777778,700543.46,642.5
"694","plymouth","iowa",1,1,1,1,1,1
"695","plymouth","massachusetts",2739,60.8666666666667,8,4188.29688888889,188473.36,420
"696","polk","florida",1985,21.5760869565217,3,1886.03489130435,173515.21,76
"697","polk","iowa",10237,68.2466666666667,10.5,3779.803,566970.45,496
"698","polk","minnesota",274,16.1176470588235,2,1910.57352941176,32479.75,48
"699","polk","missouri",338,30.7272727272727,7,2968.27272727273,32651,462
"700","pontotoc","oklahoma",14,2.8,2,102,510,60
"701","pope","arkansas",76,6.90909090909091,1,344.636363636364,3791,40
"702","portage","ohio",27,9,10,916.666666666667,2750,552
"703","portage","wisconsin",411,25.6875,5,1458.125625,23330.01,132.5
"704","porter","indiana",58,11.6,4,608.6,3043,350
"705","pottawattamie","iowa",112,12.4444444444444,2,355.41,3198.69,50
"706","potter","texas",739,21.7352941176471,6.5,2136.29911764706,72634.17,286
"707","poweshiek","iowa",17,8.5,8.5,180.5,361,180.5
"708","prince george","virginia",31,2.38461538461538,0,223.076923076923,2900,0
"709","prince georges","maryland",3841,36.5809523809524,4,2733.35447619048,287002.22,130
"710","prince william","virginia",1674,36.3913043478261,10,2539.42673913043,116813.63,374
"711","providence","rhode island",29581,97.6270627062706,22,9692.54762376238,2936841.93,1200
"712","pueblo","colorado",664,24.5925925925926,5,1226.53074074074,33116.33,290
"713","pulaski","arkansas",12830,94.3382352941177,5,8041.02654411765,1093579.61,152
"714","pulaski","virginia",180,20,2,1280,11520,105
"715","putnam","indiana",139,23.1666666666667,13,2275.16666666667,13651,1410
"716","putnam","tennessee",691,43.1875,19.5,2243.015,35888.24,1581.5
"717","quay","new mexico",28,14,14,1786,3572,1786
"718","racine","wisconsin",2114,72.8965517241379,16,7166.27862068966,207822.08,702
"719","raleigh","west virginia",1220,174.285714285714,6,8687.86,60815.02,550
"720","ramsey","minnesota",858,26.8125,12.5,2491.643125,79732.58,639
"721","ramsey","north dakota",1,1,1,5,5,5
"722","randolph","missouri",1,1,1,35,35,35
"723","randolph","north carolina",35,5,2,437.285714285714,3061,85
"724","rankin","mississippi",2,2,2,55,55,55
"725","rapides","louisiana",3,3,3,75,75,75
"726","reeves","texas",74,24.6666666666667,2,3094.03666666667,9282.11,21
"727","reno","kansas",141,35.25,38,1692,6768,971
"728","rensselaer","new york",5,2.5,2.5,45.5,91,45.5
"729","rice","minnesota",425,53.125,22,2157.78125,17262.25,1200
"730","richland","north dakota",13,13,13,1841,1841,1841
"731","richland","south carolina",16867,60.2392857142857,9.5,4148.62553571429,1161615.15,585
"732","richmond","Non-USA",77,12.8333333333333,0.5,256.5,1539,0.5
"733","richmond","north carolina",1,1,1,25,25,25
"734","rio arriba","new mexico",1,1,1,50,50,50
"735","riverside","california",9349,25.9694444444444,4.5,1833.92925,660214.53,183
"736","roanoke","virginia",3785,66.4035087719298,8,3438.80245614035,196011.74,411
"737","robeson","north carolina",196,28,4,19672.2857142857,137706,90
"738","rock","wisconsin",1630,62.6923076923077,3,2823.26307692308,73404.84,107.5
"739","rock island","illinois",917,38.2083333333333,9.5,2231.62708333333,53559.05,477.5
"740","rockdale","georgia",49,6.125,4.5,227,1816,136.5
"741","rockingham","new hampshire",1412,48.6896551724138,4,3861.64,111987.56,200
"742","rockingham","north carolina",59,6.55555555555556,4,466.111111111111,4195,120
"743","rockingham","virginia",2654,88.4666666666667,16,5876.53233333333,176295.97,460.5
"744","rockland","new york",602,27.3636363636364,5.5,2196.68181818182,48327,152.5
"745","rockwall","texas",5811,581.1,10.5,94491.9,944919,1141.5
"746","rogers","oklahoma",219,19.9090909090909,18,562.909090909091,6192,551
"747","roosevelt","new mexico",13,2.6,2,78.6,393,75
"748","ross","ohio",95,10.5555555555556,2,500.444444444444,4504,51
"749","routt","colorado",1574,104.933333333333,46,7287.91266666667,109318.69,4050
"750","rusk","texas",93,31,20,5353.67,16061.01,1500
"751","russell","alabama",0,0,0,0,0,0
"752","rutherford","tennessee",3605,68.0188679245283,7,4665.02018867925,247246.07,619
"753","rutland","vermont",274,34.25,19.5,1336.1875,10689.5,745
"754","sacramento","california",39541,68.1741379310345,11,5520.40001724138,3201832.01,514
"755","saginaw","michigan",809,22.4722222222222,4.5,985.138888888889,35465,135
"756","salem","new jersey",2,2,2,65,65,65
"757","saline","arkansas",31,4.42857142857143,4,187.357142857143,1311.5,23
"758","saline","kansas",634,63.4,35,5127.349,51273.49,1955.5
"759","salt lake","utah",179412,199.125416204218,18,18962.2978690344,17085030.38,1000
"760","san benito","california",33,8.25,6.5,532.25,2129,291.5
"761","san bernardino","california",8438,25.8834355828221,4,1863.71582822086,607571.36,149
"762","san diego","california",8239,62.4166666666667,13,4400.06492424242,580808.57,718
"763","san francisco","california",1010612,399.451383399209,49,45861.9647391304,116030770.79,3641.87
"764","san joaquin","california",1452,17.7073170731707,3,1679.44731707317,137714.68,84
"765","san juan","new mexico",3245,141.086956521739,7,5433.6947826087,124974.98,330
"766","san luis obispo","california",9134,103.795454545455,37,7457.27477272727,656240.18,1871.5
"767","san mateo","california",107144,723.945945945946,32.5,122627.053716216,18148803.95,2716
"768","sandoval","new mexico",86,7.81818181818182,1,318.818181818182,3507,10
"769","santa barbara","california",10313,332.677419354839,11,15748.0203225806,488188.63,500
"770","santa clara","california",386871,441.633561643836,32.5,67079.7527511416,58761863.41,2600
"771","santa cruz","california",3981,306.230769230769,54,43797.6923076923,569370,2421
"772","sarasota","florida",15460,92.0238095238095,11,5979.85404761905,1004615.48,577.5
"773","saratoga","new york",1175,33.5714285714286,4,1862.58142857143,65190.35,292
"774","sarpy","nebraska",10,3.33333333333333,3,138.333333333333,415,111
"775","sauk","wisconsin",157,39.25,33.5,1239.75,4959,1207
"776","schenectady","new york",346,16.4761904761905,6,922.238095238095,19367,110
"777","schuylkill","pennsylvania",213,26.625,20.5,1291.67125,10333.37,877.5
"778","scotland","north carolina",16,4,3.5,102.0375,408.15,81
"779","scott","iowa",620,20,5,1353.1935483871,41949,274
"780","scott","minnesota",595,49.5833333333333,5,5100.16666666667,61202,230.5
"781","scott","missouri",42,14,6,270.333333333333,811,373
"782","scotts bluff","nebraska",80,7.27272727272727,2,382.045454545455,4202.5,20
"783","sebastian","arkansas",182,10.1111111111111,3,769,13842,55
"784","sedgwick","kansas",4620,33.4782608695652,5,3346.76275362319,461853.26,203.5
"785","seminole","florida",2677,39.955223880597,5,3245.10835820896,217422.26,228
"786","seneca","ohio",39,4.33333333333333,2,147,1323,40
"787","sevier","tennessee",23,3.28571428571429,1,257.428571428571,1802,22
"788","shasta","california",1644,29.3571428571429,8.5,1401.17464285714,78465.78,293.5
"789","shawnee","kansas",1677,57.8275862068966,3,2925.05482758621,84826.59,35
"790","sheboygan","wisconsin",1488,106.285714285714,31,10184.6942857143,142585.72,1985
"791","shelby","alabama",411,41.1,21,2649.9,26499,1167.5
"792","shelby","ohio",309,38.625,16.5,1892,15136,785.5
"793","shelby","tennessee",7907,29.7255639097744,4,2329.20906015038,619569.61,100.5
"794","sherburne","minnesota",22,11,11,194,388,194
"795","sheridan","wyoming",400,40,3,2120.9,21209,20.5
"796","shiawassee","michigan",143,17.875,4.5,1363.75,10910,134
"797","silver bow","montana",8,4,4,239,478,239
"798","skagit","washington",22,22,22,1260.01,1260.01,1260.01
"799","smith","texas",1704,63.1111111111111,2,3741.17333333333,101011.68,25
"800","snohomish","washington",9772,108.577777777778,8.5,16369.5573333333,1473260.16,375.5
"801","solano","california",14344,132.814814814815,11.5,4360.85675925926,470972.53,603.5
"802","somerset","maine",7,7,7,825,825,825
"803","somerset","new jersey",1346,84.125,10,6878.71875,110059.5,283
"804","sonoma","california",7445,103.402777777778,23,9151.30333333333,658893.84,2424
"805","spalding","georgia",3216,459.428571428571,3,77152.3985714286,540066.79,235
"806","spartanburg","south carolina",293,10.4642857142857,3,723.892857142857,20269,88
"807","spokane","washington",10942,53.6372549019608,9,4056.84132352941,827595.63,385
"808","spotsylvania","virginia",7659,83.25,5.5,4088.2575,376119.69,295
"809","st bernard","louisiana",69,23,0,1725,5175,0
"810","st charles","missouri",589,117.8,2,3955,19775,24
"811","st clair","illinois",63,12.6,10,2029.4,10147,315
"812","st francis","arkansas",0,0,0,0,0,0
"813","st joseph","indiana",1630,26.2903225806452,7.5,1797.59774193548,111451.06,232.5
"814","st joseph","michigan",40,6.66666666666667,3,196.166666666667,1177,111.5
"815","st landry","louisiana",9,3,2,44.6666666666667,134,2
"816","st lawrence","new york",351,70.2,14,2537.2,12686,665
"817","st louis","minnesota",8995,136.287878787879,9,5881.43454545455,388174.68,312
"818","st louis","missouri",383,10.3513513513514,3,1015.27027027027,37565,100
"819","st lucie","florida",79,7.18181818181818,5,1698.32,18681.52,83
"820","st mary","louisiana",14,7,7,310.5,621,310.5
"821","st marys","maryland",174,24.8571428571429,7,1590.85714285714,11136,115
"822","st tammany","louisiana",79,6.07692307692308,2,396.520769230769,5154.77,83
"823","stanislaus","california",4399,64.6911764705882,4.5,2547.57897058824,173235.37,206
"824","stanly","north carolina",9,9,9,256,256,256
"825","stark","ohio",694,34.7,3.5,2745.0505,54901.01,113.5
"826","starr","texas",20,6.66666666666667,1,133,399,10
"827","stearns","minnesota",96,96,96,5025,5025,5025
"828","steele","minnesota",111,22.2,27,976.8,4884,556
"829","stephens","georgia",7,3.5,3.5,203,406,203
"830","steuben","indiana",30,15,15,1238,2476,1238
"831","steuben","new york",443,34.0769230769231,22,3047.07692307692,39612,1538
"832","story","iowa",883,25.9705882352941,4,1105.70970588235,37594.13,82
"833","strafford","new hampshire",114,38,5,2169,6507,385
"834","suffolk","massachusetts",241356,153.729936305732,34,14984.3414522293,23525416.08,1983
"835","suffolk","new york",4163,34.9831932773109,6,2415.31470588235,287422.45,300
"836","suffolk","virginia",269,22.4166666666667,2.5,1697.73083333333,20372.77,55
"837","sullivan","tennessee",154,9.05882352941176,4,418.744705882353,7118.66,201
"838","summit","ohio",16032,102.769230769231,5.5,7325.8525,1142832.99,178
"839","sumner","tennessee",538,38.4285714285714,8,2923.14285714286,40924,275
"840","sumter","georgia",41,20.5,20.5,800.5,1601,800.5
"841","sumter","south carolina",38,19,19,1572.5,3145,1572.5
"842","sussex","new jersey",671,167.75,56,6033.4225,24133.69,5774.845
"843","sutter","california",576,38.4,6,12835.9333333333,192539,175
"844","sweetwater","wyoming",181,36.2,20,4404.066,22020.33,4867
"845","talladega","alabama",16,16,16,914,914,914
"846","tallapoosa","alabama",3,1,1,33.3333333333333,100,5
"847","taos","new mexico",2134,85.36,24,7484.2788,187106.97,1806
"848","tarrant","texas",44131,97.6349557522124,7.5,7835.22289823009,3541520.75,382.5
"849","taylor","kentucky",96,96,96,5745,5745,5745
"850","taylor","texas",871,34.84,6,4969.614,124240.35,150
"851","tazewell","illinois",156,13,2.5,899.75,10797,105
"852","tehama","california",41,8.2,3,1044.6,5223,86
"853","terry","texas",182,91,91,5990.605,11981.21,5990.605
"854","thurston","washington",6684,52.6299212598425,12,2676.61669291339,339930.32,535
"855","tift","georgia",31,7.75,7.5,264.165,1056.66,263.33
"856","tippecanoe","indiana",718,28.72,8,2668.5936,66714.84,421
"857","tolland","connecticut",1592,56.8571428571429,10.5,2862.71464285714,80156.01,662.5
"858","tom green","texas",70,5,3,734.607142857143,10284.5,30.5
"859","tompkins","new york",4437,61.625,30,6682.31555555556,481126.72,1648
"860","tooele","utah",33,11,5,405,1215,205
"861","travis","texas",231327,139.437613019892,26,12232.5205424955,20293751.58,1810
"862","trumbull","ohio",0,0,0,0,0,0
"863","tulare","california",420,16.8,6,1011.88,25297,393
"864","tulsa","oklahoma",12481,54.7412280701754,9,3476.48561403509,792638.72,516.5
"865","tuscaloosa","alabama",10300,228.888888888889,4,13332.0742222222,599943.34,280
"866","tuscarawas","ohio",292,48.6666666666667,18,3493.33333333333,20960,501
"867","twin falls","idaho",271,15.9411764705882,6,941.647058823529,16008,405
"868","umatilla","oregon",430,33.0769230769231,6,1221.61538461538,15881,150
"869","union","arkansas",43,14.3333333333333,14,615,1845,815
"870","union","new jersey",3589,44.3086419753086,5,2673.24901234568,216533.17,186
"871","union","north carolina",53,17.6666666666667,14,1719.33333333333,5158,512
"872","union","oregon",158,22.5714285714286,3,1767.42857142857,12372,148
"873","upson","georgia",250,62.5,79.5,3744.0525,14976.21,1975
"874","utah","utah",120285,240.089820359281,33,21618.8740319361,10831055.89,1588
"875","uvalde","texas",1,0.5,0.5,0.5,1,0.5
"876","valencia","new mexico",27,9,10,559.333333333333,1678,478
"877","van wert","ohio",5,5,5,296,296,296
"878","vanderburgh","indiana",2246,39.4035087719298,6,2157.98421052632,123005.1,230
"879","venango","pennsylvania",57,19,3,483.333333333333,1450,135
"880","ventura","california",11546,97.8474576271186,6,9512.76669491525,1122506.47,247
"881","vigo","indiana",441,14.2258064516129,4,813.761290322581,25226.6,126
"882","virginia beach","virginia",6448,41.6,3,3818.47277419355,591863.28,90
"883","volusia","florida",3130,26.9827586206897,5,2565.88681034483,297642.87,145
"884","wabash","indiana",11,5.5,5.5,325.5,651,325.5
"885","wake","north carolina",49658,98.5277777777778,7,6580.14696428571,3316394.07,344
"886","walla walla","washington",569,27.0952380952381,6,2381.80952380952,50018,115
"887","walton","georgia",4,1,1,48.5,194,5.5
"888","walworth","wisconsin",249,62.25,23,7561.9225,30247.69,792.345
"889","wapello","iowa",1,1,1,60,60,60
"890","ward","north dakota",428,28.5333333333333,20,2264.418,33966.27,1465
"891","ware","georgia",4,1.33333333333333,0,20.3333333333333,61,0
"892","warren","illinois",50,10,2,632.4,3162,51
"893","warren","iowa",77,25.6666666666667,9,937.946666666667,2813.84,230
"894","warren","kentucky",843,18.7333333333333,7,1223.80333333333,55071.15,281
"895","warren","mississippi",868,124,20,35989.2857142857,251925,3200
"896","warren","new jersey",378,63,46,6847.33333333333,41084,3839
"897","warren","new york",101,9.18181818181818,4,664.272727272727,7307,120
"898","warren","ohio",256,18.2857142857143,9,1140.21428571429,15963,301.5
"899","warren","virginia",110,18.3333333333333,8.5,1319.2,7915.2,550
"900","waseca","minnesota",45,9,3,376.8,1884,33
"901","washington","arkansas",19,2.11111111111111,0,59,531,0
"902","washington","district of columbia",99672,85.1169940222032,14,6968.68228864219,8160326.96,736
"903","washington","idaho",15,15,15,445,445,445
"904","washington","louisiana",6,6,6,625,625,625
"905","washington","maryland",696,34.8,33.5,1489.55,29791,1202.5
"906","washington","minnesota",2091,67.4516129032258,9,4204.19935483871,130330.18,598
"907","washington","oklahoma",212,26.5,7,1482.75,11862,328.5
"908","washington","oregon",4352,61.2957746478873,6,4480.97323943662,318149.1,390
"909","washington","rhode island",1263,60.1428571428571,2,756.960476190476,15896.17,100
"910","washington","tennessee",1390,30.8888888888889,8,2370.33133333333,106664.91,261
"911","washington","texas",134,67,67,4759.5,9519,4759.5
"912","washington","utah",698,139.6,15,31628.2,158141,645
"913","washington","vermont",3044,82.2702702702703,40,6142.78378378378,227283,2825
"914","washington","wisconsin",192,16,5,853.249166666667,10238.99,115.5
"915","washoe","nevada",8248,45.5690607734807,11,4055.31767955801,734012.5,572
"916","washtenaw","michigan",35226,138.685039370079,22.5,14032.7364173228,3564315.05,1221.13
"917","watauga","north carolina",1424,41.8823529411765,10,2997.05882352941,101900,677.5
"918","waukesha","wisconsin",8340,143.793103448276,15,5469.82172413793,317249.66,862
"919","wayne","georgia",71,35.5,35.5,1159.5,2319,1159.5
"920","wayne","michigan",9784,52.8864864864865,5,9522.05308108108,1761579.82,165
"921","wayne","north carolina",19,6.33333333333333,1,345.34,1036.02,10
"922","wayne","ohio",168,28,13.5,2272.25833333333,13633.55,625.275
"923","webb","texas",650,40.625,4.5,2686.1875,42979,125.5
"924","weber","utah",31441,436.680555555556,9.5,28440.79375,2047737.15,375.5
"925","webster","iowa",11,3.66666666666667,2,279,837,150
"926","weld","colorado",1061,75.7857142857143,22.5,4221.50071428571,59101.01,1075.5
"927","wells","indiana",670,47.8571428571429,3.5,1827.15642857143,25580.19,137.5
"928","westchester","new york",3980,33.4453781512605,13,2590.43588235294,308261.87,1025
"929","westmoreland","pennsylvania",62,12.4,3,372.8,1864,45
"930","wexford","michigan",42,10.5,8.5,1782.25,7129,455
"931","wharton","texas",22,7.33333333333333,9,460.666666666667,1382,405
"932","whatcom","washington",0,0,0,0,0,0
"933","white","arkansas",26,13,13,1950.5,3901,1950.5
"934","whiteside","illinois",6401,182.885714285714,8,37535.64,1313747.4,351
"935","whitfield","georgia",207,18.8181818181818,9,2605.27272727273,28658,177
"936","whitman","washington",1302,81.375,14.5,6897.625,110362,310.5
"937","wichita","texas",529,44.0833333333333,4,4192.36833333333,50308.42,113
"938","will","illinois",465,11.625,2.5,887.04425,35481.77,64
"939","williams","north dakota",451,56.375,23.5,4209.1875,33673.5,1217.5
"940","williamson","illinois",63,31.5,31.5,1602.5,3205,1602.5
"941","williamson","tennessee",3689,56.7538461538462,12,4815.84938461538,313030.21,1225
"942","williamson","texas",625,18.9393939393939,6,1152.83909090909,38043.69,250
"943","wilson","north carolina",348,58,33,3211.5,19269,1005
"944","wilson","tennessee",416,83.2,6,7626.112,38130.56,326
"945","windham","connecticut",399,36.2727272727273,2,1759,19349,21
"946","windham","vermont",1125,66.1764705882353,46,8418.70647058823,143118.01,3335
"947","winnebago","illinois",2407,42.2280701754386,8,3100.08368421053,176704.77,246
"948","winnebago","wisconsin",4911,129.236842105263,11,5457.46789473684,207383.78,534
"949","winona","minnesota",146,16.2222222222222,4,6327.44444444444,56947,175
"950","wood","ohio",1627,147.909090909091,36,8968.86272727273,98657.49,2881
"951","wood","west virginia",208,34.6666666666667,1.5,1501.98,9011.88,15
"952","wood","wisconsin",212,35.3333333333333,30,2345.33333333333,14072,3189.5
"953","woodbury","iowa",1010,67.3333333333333,2,5537.26666666667,83059,30
"954","woodward","oklahoma",3,3,3,26,26,26
"955","worcester","massachusetts",9641,67.4195804195804,9,4135.22181818182,591336.72,414
"956","wright","minnesota",2,1,1,20,40,20
"957","yakima","washington",369,24.6,10,1265.56,18983.4,290
"958","yamhill","oregon",43,4.77777777777778,3,355.333333333333,3198,120
"959","yankton","south dakota",6,1.5,0.5,35.25,141,0.5
"960","yavapai","arizona",1296,19.6363636363636,6,1838.57772727273,121346.13,182.5
"961","yellowstone","montana",1656,66.24,11,5119.7252,127993.13,958
"962","yolo","california",4358,72.6333333333333,8.5,5575.45766666667,334527.46,420.5
"963","york","maine",2145,85.8,28,9038.5508,225963.77,1301
"964","york","south carolina",655,22.5862068965517,2,1144.11482758621,33179.33,75
"965","yuba","california",2,2,2,2,2,2
"966","yuma","arizona",77,7,1,380.979090909091,4190.77,7.77
